"Country or Area","Year","Item","Value"
"China (mainland)","1972","Gross Domestic Product (GDP)","255240000000"
"China (mainland)","1971","Final consumption expenditure","155237599474"
"China (mainland)","1971","Household consumption expenditure (including Non-profit institutions serving households)","126200000000"
"China (mainland)","1971","General government final consumption expenditure","29037599474"
"China (mainland)","1971","Gross capital formation","84302922464"
"China (mainland)","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","62702922464"
"China (mainland)","1971","Changes in inventories","21600000000"
"China (mainland)","1971","Exports of goods and services","8043643512"
"China (mainland)","1971","Imports of goods and services","6483643512"
"China (mainland)","1971","Gross Domestic Product (GDP)","245690000000"
"China (mainland)","1970","Final consumption expenditure","145615161686"
"China (mainland)","1970","Household consumption expenditure (including Non-profit institutions serving households)","120680000000"
"China (mainland)","1970","General government final consumption expenditure","24935161686"
"China (mainland)","1970","Gross capital formation","76427380058"
"China (mainland)","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","56527380058"
"China (mainland)","1970","Changes in inventories","19900000000"
"China (mainland)","1970","Exports of goods and services","6669765715"
"China (mainland)","1970","Imports of goods and services","6429765715"
"China (mainland)","1970","Gross Domestic Product (GDP)","227970000000"
"Indonesia","2021","Final consumption expenditure","1.09954832514912E+16"
"Indonesia","2021","Household consumption expenditure (including Non-profit institutions serving households)","9.44377669796171E+15"
"Indonesia","2021","General government final consumption expenditure","1.5517065535295E+15"
"Indonesia","2021","Gross capital formation","5.33899690002547E+15"
"Indonesia","2021","Gross fixed capital formation (including Acquisitions less disposals of valuables)","5.2278539407156E+15"
"Indonesia","2021","Changes in inventories","111142959309870"
"Indonesia","2021","Exports of goods and services","3.6590397863429E+15"
"Indonesia","2021","Imports of goods and services","3.2010229142877E+15"
"Indonesia","2021","Gross Domestic Product (GDP)","1.69707892E+16"
"Indonesia","2020","Final consumption expenditure","1.05753471394222E+16"
"Indonesia","2020","Household consumption expenditure (including Non-profit institutions serving households)","9.10127946425156E+15"
"Indonesia","2020","General government final consumption expenditure","1.4740676751706E+15"
"Indonesia","2020","Gross capital formation","4.99490736039173E+15"
"Indonesia","2020","Gross fixed capital formation (including Acquisitions less disposals of valuables)","4.8970496877115E+15"
"Indonesia","2020","Changes in inventories","97857672680230"
"Indonesia","2020","Exports of goods and services","2.6663650487932E+15"
"Indonesia","2020","Imports of goods and services","2.424413166417E+15"
"Indonesia","2020","Gross Domestic Product (GDP)","1.54380175E+16"
"Indonesia","2019","Final consumption expenditure","1.05665469347147E+16"
"Indonesia","2019","Household consumption expenditure (including Non-profit institutions serving households)","9.17193187070241E+15"
"Indonesia","2019","General government final consumption expenditure","1.3946150640123E+15"
"Indonesia","2019","Gross capital formation","5.34829414428555E+15"
"Indonesia","2019","Gross fixed capital formation (including Acquisitions less disposals of valuables)","5.1213713459749E+15"
"Indonesia","2019","Changes in inventories","226922798310650"
"Indonesia","2019","Exports of goods and services","2.9435328643557E+15"
"Indonesia","2019","Imports of goods and services","3.013944164852E+15"
"Indonesia","2019","Gross Domestic Product (GDP)","1.58326572E+16"
"Indonesia","2018","Final consumption expenditure","9.79374625754058E+15"
"Indonesia","2018","Household consumption expenditure (including Non-profit institutions serving households)","8.45510768191978E+15"
"Indonesia","2018","General government final consumption expenditure","1.3386385756208E+15"
"Indonesia","2018","Gross capital formation","5.12984487937672E+15"
"Indonesia","2018","Gross fixed capital formation (including Acquisitions less disposals of valuables)","4.7912112991883E+15"
"Indonesia","2018","Changes in inventories","338633580188420"
"Indonesia","2018","Exports of goods and services","3.1165463060248E+15"
"Indonesia","2018","Imports of goods and services","3.2751452985235E+15"
"Indonesia","2018","Gross Domestic Product (GDP)","1.4838756E+16"
"Indonesia","2017","Final consumption expenditure","9.02312025827491E+15"
"Indonesia","2017","Household consumption expenditure (including Non-profit institutions serving households)","7.78365053586301E+15"
"Indonesia","2017","General government final consumption expenditure","1.2394697224119E+15"
"Indonesia","2017","Gross capital formation","4.58121107517911E+15"
"Indonesia","2017","Gross fixed capital formation (including Acquisitions less disposals of valuables)","4.37057476566E+15"
"Indonesia","2017","Changes in inventories","210636309519110"
"Indonesia","2017","Exports of goods and services","2.7420605036899E+15"
"Indonesia","2017","Imports of goods and services","2.6062829515543E+15"
"Indonesia","2017","Gross Domestic Product (GDP)","1.35898257E+16"
"Indonesia","2016","Final consumption expenditure","8.35313597657156E+15"
"Indonesia","2016","Household consumption expenditure (including Non-profit institutions serving households)","7.17152283717926E+15"
